"SK_ID_CURR","TARGET","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","DAYS_BIRTH","DAYS_EMPLOYED","EXT_SOURCE_2","EXT_SOURCE_3"
100730,0,71114.5,123839.44,12937.54,-11235,-6117,0.4008,0.6546
100731,1,39761.86,113007.23,11832.36,-17790,-10852,0.5783,0.6849
100732,0,64266.43,165066.58,22470.03,-20546,-11065,0.5492,0.4011
100733,0,34923.74,92368.16,4757.67,-29022,-14651,0.6236,0.4166
100734,0,88490.65,338305.61,23150.76,-18364,-11879,0.4185,0.4332
100735,0,82216.4,167339.42,19890.33,-15001,-10881,0.4747,0.2847
100736,1,53268.09,185119.18,11657.85,-19749,-2728,0.6983,0.2121
100737,0,22188.58,61510.62,8769.11,-18910,-2187,0.5301,0.5287
100738,0,39005.32,67391.81,7011.43,-26512,-3082,0.4191,0.4138
100739,0,20912.55,49789.33,2654.76,-18066,-512,0.7442,0.4504
100740,0,18645.48,38774.31,3991.34,-23587,-2135,0.5527,0.6866
100741,0,28061.89,111921.75,7430.76,-14214,-3490,0.3667,0.3122
100742,0,71215.9,130965.96,9163.18,-26953,-507,0.8919,0.8427
100743,0,82989.26,302779.81,47545.12,-25358,-7416,0.3164,0.3616
100744,0,50661.92,198644.97,10064.1,-27953,-12308,0.1938,0.6062
100745,1,63824.01,209426.68,11259.41,-24601,-2003,0.0994,0.2231
100746,1,29209.51,77267.97,4731.98,-20885,-10175,0.6802,0.5046
100747,1,40104.58,142889.59,16349.19,-29385,-1630,0.4434,0.2973
100748,0,22318.98,42152.36,2763.75,-28907,-6649,0.4949,0.3025
100749,1,40356.57,66114.17,7583.03,-18618,-12364,0.6079,0.1987
100750,0,151232.97,526940.1,31203.21,-16392,-3321,0.4567,0.4466
100751,1,52086.34,119898.92,9805.17,-20441,-9149,0.2284,0.6021
100752,0,47696.51,142341.1,13097.15,-13807,-12021,0.16,0.4156
100753,1,99905.09,364284.7,21051.49,-21118,-7873,0.4819,0.3969
100754,0,120986.37,410448.01,63020.02,-10271,-10080,0.5849,0.3652
100755,0,45849.01,136525.35,7379.89,-29193,-4354,0.0944,0.5879
100756,0,73634.52,177595.87,10301.52,-28462,-10582,0.6081,0.6601
100757,0,29888.9,59880.53,3078.06,-12710,-10924,0.6345,0.0112
100758,0,13589.68,34795.77,2439.84,-10482,-5146,0.8089,0.3494
100759,0,41958.24,158327.75,10746.61,-18104,-14933,0.5829,0.6261
100760,0,32636.01,91463.6,13261.4,-16847,-1323,0.591,0.7597
100761,0,80344.91,158301.04,12045.82,-16881,-15,0.6709,0.5656
100762,0,75697.86,193807.47,10738.04,-8299,-911,0.5462,0.4238
100763,0,58554.71,232539.57,26216.97,-9641,-5383,0.5341,0.5716
100764,0,59465.38,185013.6,22114.44,-24125,-12158,0.5732,0.4935
100765,1,56063.96,147915.28,13775.91,-18773,-11208,0.6988,0.5552
100766,1,48051.25,178907.21,11503.5,-24105,-9850,0.4637,0.5424
100767,0,42106.86,63226.72,3445.32,-8050,-7193,0.4501,0.7508
100768,0,34668.33,93912.13,8952.86,-20257,-7586,0.377,0.5206
100769,1,40073.75,124307.82,11899.15,-9549,-9680,0.3584,0.3702
100770,1,39472.14,96113.09,14829.46,-15980,-2779,0.6154,0.6547
100771,1,35770.69,84802.62,6726.09,-18357,-1394,0.8595,0.2898
100772,0,53576.1,95589.28,5136.85,-19310,-8498,0.3562,0.3904
100773,0,56533.86,146250.16,12456.66,-28227,-5760,0.5123,0
100774,0,170541.02,546819.25,87311.43,-28427,-3792,0.344,0.4888
100775,0,58615.6,194546.62,22756.3,-23584,-861,0.7316,0.5761
100776,1,54669.78,167223.22,22157.95,-17806,-9351,0.4865,0.1055
100777,0,55006.35,190391.46,11309.51,-28940,-6506,0.5858,0.9578
100778,0,22090.67,53299.43,5050.93,-11775,-7544,0.6196,0.2636
100779,0,40963.38,158743.41,8815.93,-9891,-6206,0.3391,0.1916
100780,0,30476.14,54983.85,2756.13,-13556,-6304,0.5291,0.3842
100781,0,24655.08,66802.19,5333.63,-27344,-8696,0.5043,0.5099
100782,0,19142.23,49772.62,2922.46,-5886,-3748,0.6851,0.362
100783,0,69016.37,105586.03,9984.38,-28808,-12484,0.3034,0.5494
100784,0,59663.95,207453.27,13929.36,-25203,-14238,0.31,0.2719
100785,0,43692.78,172672.42,12199.09,-9015,-3053,0.7032,0.5963
100786,0,16899.85,26140.14,1920.07,-8613,-4024,0.4324,0.4754
100787,0,36202.02,77298.27,5186.86,-5603,-14079,0.4179,0.8278
100788,0,54846.34,107834.93,9240.85,-27898,-4093,0.5726,0.526
100789,0,49622.18,121362.43,9186.92,-14839,-14452,0.4859,0.441
100790,0,25848.15,72889.27,4729,-28035,-13144,0.9233,0.4772
100791,1,81676.5,143949.02,18793.84,-23228,-2435,0.6019,0.5601
100792,0,17510.43,48293.29,7318.07,-25566,-2909,0.5823,0.2884
100793,1,47267.47,176242.78,13805.01,-20867,-2863,0.7362,0.2486
100794,0,36170.84,67801.85,6343.13,-8611,-6343,0.538,0.6216
100795,0,28290.18,70236.54,4931.68,-23979,-5501,0.5597,0.4669
100796,1,19001.93,65426.36,5500.48,-8501,-6376,0.3354,0.1536
100797,1,64595.4,119581.39,13347.4,-7086,-5302,0.0914,0.257
100798,1,33382.7,122009.37,6776.93,-10627,-9640,0.3086,0.4707
100799,0,28499.4,54862.18,7644.39,-11479,-13746,0.5728,0.6855
100800,0,20218.21,72057.31,5432.57,-9362,-14256,0.3433,0.4885
100801,0,93806.79,333167.15,20387.35,-27379,-14236,0.6878,0.4486
100802,0,60235.27,106233.89,9190.72,-21774,-4405,0.695,0.3575
100803,1,52553.91,151682.46,8294.43,-18431,-12104,0.5935,0.3051
100804,1,47670.78,175044.83,15512.53,-17503,-6448,0.5097,0.3222
100805,0,37146.72,119719.25,8869.47,-16824,-1541,0.2769,0.5388
100806,1,38411.16,129314.28,9948.05,-27478,-295,0.4882,0.3332
100807,0,76253.91,212090,14361.05,-20300,-6819,0.4594,0.4873
100808,0,28295.2,64569.3,10563.83,-24045,-3973,0.6826,0.3899
100809,0,133082.89,412740.18,45108.49,-26241,-4605,0.8117,0.4819
100810,1,28178.26,100530.56,11010.46,-25817,-945,0.6502,0.654
100811,0,95565.71,267615.04,14275.06,-5408,-14894,0.3243,0.6097
100812,0,32382.84,116120.08,11604.81,-29292,-11448,0.8842,0.4412
100813,0,58791.79,89556.59,8039.37,-6379,-8227,0.7521,0.2516
100814,0,25307.93,51581.91,2954.91,-20762,-12023,0.5947,0.5652
100815,1,34290.75,74684.67,4430.44,-24456,-13312,0.1087,0.4772
100816,1,23765.87,48008.13,2752.18,-28444,-5495,0.3591,0.2476
100817,0,39501.6,114955.42,11830.86,-29110,-2457,0.5363,0.6508
100818,0,61855.04,218272.09,34987.82,-11632,-2934,0.7023,0.6252
100819,0,94425.81,320202.32,23385.58,-16383,-14066,0.314,0.3114
100820,0,17855.51,47402.66,2790.33,-22271,-10915,1,0.9864
100821,1,70257.34,244933.49,19313.09,-12595,-12663,0.0392,0
100822,0,89107.19,152112.95,16703.7,-14375,-5132,0.5028,0.5792
100823,0,46884.87,130438.34,11717.3,-17163,-8182,0.4981,0.3539
100824,0,30959.62,120604.85,6820.71,-20513,-14587,0.4173,0.4886
100825,0,66702.9,141238.54,8177.79,-10850,-10126,0.4862,0.2401
100826,1,75681.81,268868.14,35794.65,-5059,-3510,0.6985,0.4008
100827,0,52904.7,209666.57,26694.54,-10024,-2226,0.3751,0.3273
100828,0,70256.82,122767.75,6833.84,-10817,-7482,0.1334,0.5495
100829,0,34333.53,86997.59,5809.42,-7667,-4209,0.5688,0.5414
100830,0,140462.67,464837.23,55947.62,-12255,-297,0.5496,0.5961
100831,1,17614.27,56062.45,5137.76,-21931,-6664,0.5474,0.5299
100832,0,37115.77,118564.99,9618.51,-18812,-11777,0.6836,0.4328
100833,0,35515.72,89287.83,5697.26,-18707,-12175,0.5474,0.4307
100834,0,23088.78,68598.76,7875.94,-6101,-3790,0.7052,0.8227
100835,1,52768.1,185707.73,11745.56,-8899,-11288,0.1479,0.6203
100836,0,25281.36,79131.27,12817.83,-14488,-5427,0.3244,0.4381
100837,0,53144.55,187252.79,16087.19,-15763,-9387,0.6198,0.7501
100838,0,46819.7,132247.96,16937.64,-16060,-10666,0.4794,0.5402
100839,0,42093.79,77440.98,4787.23,-22021,-1811,0.739,0.4301
100840,1,29740.77,87860.97,5918.81,-6972,-2819,0.3491,0.2458
100841,0,48393.09,135318.61,6966.72,-10141,-4377,0.6948,0.5193
100842,1,51383.47,134101,16706.1,-7218,-4928,0.4162,0.5535
100843,0,48919.98,145037.76,9212.85,-8295,-2164,0.3274,0.322
100844,0,47749.88,189242.56,10516.01,-20909,-10707,0.4814,0.2504
100845,0,47978.73,99598.84,15928.61,-18839,-5168,0.56,0.1841
100846,0,43444.51,98323.09,7385.07,-26184,-7475,0.3045,0.2753
100847,0,21245.78,51120.27,3606.01,-22361,-1348,0.3972,0.6642
100848,0,16230.28,41079.53,2890.98,-16940,-14925,0.3008,0.5436
100849,0,71370.39,146072.11,17510.67,-9349,-1953,0.7534,0.2645
100850,1,29995.44,80817.82,9874.55,-29244,-8573,0.6947,0.1336
100851,1,38736.25,73570.57,9608.59,-5736,-5821,0.3435,0
100852,0,38092.18,73515.83,4720.33,-16783,-1748,0.6615,0.2627
100853,0,112588.06,304930.37,25851.95,-22128,-168,0.4989,0.5456
100854,1,95901.32,321131.65,16555.13,-8825,-6547,0.3273,0.2109
100855,0,38568.26,142505.99,10075.96,-12467,-5777,0.6342,0.5111
100856,1,36965.41,79630.16,5064.31,-6359,-6414,0.4854,0.7965
100857,0,21418.52,42721.75,2994.81,-28882,-4447,0.726,0.0174
100858,0,70650.69,176448.57,23164.66,-14889,-10629,0.511,0.426
100859,0,11479.49,23291.26,1790.77,-18599,-6986,0.7876,0.2549
100860,0,36348.69,71997.79,7248.48,-13753,-4,0.448,0.6416
100861,0,48866.18,193901,12281.31,-26388,-250,0.5939,0.451
100862,1,26938.97,59788.83,3160.6,-24096,-13293,0.6241,0.5208
100863,0,87550.75,182007.25,11164.61,-21404,-9946,0.6058,0.4852
100864,0,49457.7,96597.51,8290.67,-28888,-13697,0.5904,0.4961
100865,0,122550.45,369223.53,24388.58,-16684,-13744,0.5474,0.5159
100866,0,235444.34,863795.64,43482.55,-22041,-8720,0.5318,0.2555
100867,0,36501.91,66184.72,3349.49,-26833,-656,0.823,0.7063
100868,0,28576.67,56611.23,6665.98,-13161,-1393,0.7316,0.7558
100869,1,155337.64,557204.53,74992.57,-23554,-1087,0.428,0.4198
100870,0,14155.02,53849.26,6159.99,-22904,-2289,0.8293,0.4137
100871,1,51837.01,160654.89,8771.34,-17010,-14183,0.579,0.0818
100872,0,60213.2,162392.85,18640.43,-24205,-9598,0.4219,0.483
100873,1,117169.97,402260.49,24695.18,-27006,-8600,0.584,0
100874,0,30061.07,84047.84,4744.78,-6375,-10283,0.5186,0.4093
100875,1,24598.66,61030.91,9756.44,-28256,-5071,0.5702,0.1522
100876,1,47542.79,166427.09,8916.74,-14631,-8860,0.3553,0.2888
100877,0,68127.28,103000.09,6687.73,-20479,-13236,0.386,0.4174
100878,1,94085.9,328175.53,54546.44,-15476,-13597,0.8226,0.5552
100879,0,105144.91,344125.39,18029.46,-25702,-1261,0.7423,0.7305
100880,0,35242.9,135937.2,7038.26,-10364,-2294,0.3733,0.3648
100881,0,18831.99,72689.89,5217.11,-9813,-13184,0.37,0.4075
100882,1,74824.11,169887.86,26709.29,-20090,-12197,0.8947,0.4038
100883,0,35202.95,88088.18,7858.26,-24670,-1068,0.9318,0.3516
100884,1,21962.01,60123.13,4955.81,-14223,-13524,0.3946,0.3885
100885,0,68415.48,234097.2,14994.9,-19945,-14381,0.2895,0.5927
100886,1,69672.62,264557.08,33617.73,-11210,-12061,1,0.8013
100887,0,37126.96,69599.44,10736.35,-27806,-4972,0.5959,0.7637
100888,0,9587.98,30916.88,1926.23,-11234,-14310,0.5873,0.4271
100889,0,44032.22,154964.78,13341.94,-18508,-9875,0.5652,0.5671
100890,0,52564.68,107343.26,5779.25,-16107,-13098,0.831,0.3332
100891,1,36862.58,76087.6,4325.45,-17606,-14571,0.5117,0.1484
100892,1,60204.97,129438.59,15339.68,-19697,-10191,0.8419,0.5537
100893,0,67548.69,151337.93,17709.64,-7441,-5887,0.5059,0.5235
100894,0,46412.79,124716.18,6940.71,-20370,-4843,0.651,0.7695
100895,0,63518.19,136233.29,14245.73,-24754,-8098,0.3433,0.4153
100896,0,27376.61,88069.17,7582.57,-14853,-9973,0.5841,0.1072
100897,0,14805.25,46020.08,4084.45,-22493,-163,0.7901,0.507
100898,1,21532.56,67947.76,4035.83,-17941,-4724,0.5173,0.1469
100899,1,27150.82,75644.36,5824.69,-18345,-6133,0.8065,0.2266
100900,0,18482.67,33926.26,1788.03,-20094,-6443,1,0.3576
100901,0,131870.52,337751.27,19637.7,-19751,-11255,0.7384,0.3599
100902,1,28698.23,56741.26,2987.4,-6570,-14495,0.5003,0.1746
100903,0,47287.63,79613.32,7835.15,-15667,-10886,0.5693,0.6597
100904,0,32277.33,79591.65,5109.06,-19859,-1841,0.4632,0.5111
100905,0,110283.6,272398.5,13686.01,-17527,-3780,0.9857,0.2663
100906,1,48058.67,170414.02,18039.15,-26598,-6761,0,0.281
100907,0,113264.38,349100.69,28758.26,-25332,-1935,0.5662,0.2045
100908,1,24529.3,90132.36,7091.99,-28203,-3547,0.572,0.5203
100909,0,59402.21,225789.22,12991.23,-25652,-7275,0.5927,0.6262
100910,1,20410.4,42121.71,3915.05,-29639,-3218,0.2384,0.3592
100911,0,43152.22,157042.97,8646.85,-10008,-14656,0.5932,0.6536
100912,0,22708.79,79392.66,5275.7,-8264,-4571,0.5875,0.3862
100913,0,39193.23,126690.12,17026.78,-8131,-9925,0.8017,0.5016
100914,1,58162.73,118462.74,6284.96,-13948,-5992,0.6547,0.6733
100915,0,98223.56,313500.5,27676.47,-22650,-3202,0.7731,0.2956
100916,1,26351.94,100532.15,9901.52,-29253,-9469,0.3585,0.4725
100917,0,69637.35,179737.91,11220.65,-8078,-13662,0.5251,0.5563
100918,1,71436.86,108547.87,13186.63,-7063,-9224,0.5883,0.3654
100919,0,28239.9,55825.53,3507.26,-17009,-12580,0.6044,0.4797
100920,0,278253.03,1025819.26,77957.27,-9802,-13152,0.4112,0.5299
100921,1,34547.06,105707.03,5673.35,-20968,-6531,0.8458,0.6871
100922,0,37628.33,131566.56,9352.78,-21234,-4972,0.4276,0.6338
100923,1,48876.26,98502.15,7606.12,-22233,-4153,0.2271,0.371
100924,0,9075.9,14275.17,1955.02,-18785,-9282,0.6305,0.5718
100925,0,107259.26,281346.51,15753.34,-20792,-3013,0.6829,0.7606
100926,1,64038.25,106519.51,8485.36,-26493,-9172,0.7388,0.3242
100927,0,40865.28,159566.82,9816.18,-18288,-10758,0.3607,0.7338
100928,1,122466.06,428209.73,58083.21,-14654,-13137,0.5003,0.1759
100929,0,65803.79,117008.83,6935.83,-22433,-13233,0.2843,0.2706
100930,1,52385.16,194749.45,22858.86,-7473,-5536,0.719,0.4774
100931,0,21780.72,44293.05,3168.63,-26899,-5818,0.6195,0.1091
100932,0,103862.66,405036.71,36956.2,-26215,-10250,0.7328,0.5141
100933,1,44408.88,143192.79,9054.7,-18637,-426,0.6717,0.0238
100934,1,51040,145744.92,9226.3,-21213,-3559,0.4285,0.3015
100935,0,135034.36,469809.18,38547.81,-21749,-9646,0.5859,0.2596
100936,0,57649.37,165508.76,19875.46,-7602,-5516,0.1683,0.6368
100937,0,47452.23,86174.38,7194.9,-19723,-9422,0.6506,0.2301
100938,0,25000.23,98416.93,6800.09,-19983,-9388,0.7438,0.7094
100939,0,41155.13,141850.97,8762.6,-27578,-519,0.3749,0.2876
100940,1,31375.83,49688.08,2743.67,-27796,-8839,0.1228,0.3824
100941,1,31128.86,95627.86,7542.95,-28012,-14650,0.2454,0.2842
100942,0,38122.68,146131.76,9045.17,-25907,-12547,0.3274,0.6653
100943,1,67004.98,224375.55,14019.29,-11058,-2246,0.7982,0.1844
100944,1,89603.84,203734.04,22634.92,-11934,-13539,0.5507,0.598
100945,0,44662.06,145139.65,7668.72,-29405,-533,0.3024,0.6453
100946,1,36789.08,130565.82,8724.7,-17334,-9796,0.6611,0.3746
100947,0,68433.23,246253.69,13537.1,-26125,-653,0.1134,0.1898
100948,0,28255.86,104158.09,11745.48,-16961,-3164,0.5006,0.595
100949,1,17757.43,35462.11,4809.93,-15470,-2680,0.7726,0.2559
100950,0,61341.21,232000.28,13108.74,-24720,-6999,0.4817,0.2725
100951,0,42059.11,160591.34,13322.11,-8428,-2285,0.8111,0.3128
100952,0,11872.02,21855.71,2578.6,-22342,-6217,0.9091,0.2632
100953,1,13118.67,44108.6,3716.85,-20123,-11630,0.3164,0.7817
100954,0,51864.47,92053.94,4837.98,-5739,-10825,0.3195,0.5728
100955,1,78044.84,274575.8,18267.08,-29390,-10264,0.3671,0.5177
100956,0,60551.26,116347,7050.25,-10387,-3699,0.6557,0.3348
100957,0,37008.31,129529.11,18428.26,-20446,-3554,0.717,0.6601
100958,0,106792.94,354001.84,25203.09,-12926,-1107,0.7918,0.2467
100959,0,26022.35,73868.68,5514.01,-11801,-2948,0.8099,0.408
100960,1,35605.25,83877.74,6208.24,-6149,-9174,0.7651,0.6706
100961,0,28936.58,71819.16,9453.68,-21543,-547,0.738,0.2632
100962,1,56609.13,157998.09,10125.6,-7476,-9984,0.5827,0.4575
100963,1,17300.44,61580.92,3874.33,-12113,-8589,0.3724,0.2962
100964,1,18116.71,55171.32,4778.38,-13410,-12893,0.4048,0.3725
100965,0,14066.51,31840.61,4347.86,-13083,-2174,0.6315,0.4392
100966,0,42178.18,63881.45,8016.89,-27169,-8852,0.8867,0.4123
100967,0,91911.34,254676.23,41083.54,-14620,-11709,0.8912,0.6431
100968,1,109169.1,340463.41,22123.38,-22486,-2081,0.1648,0.5752
100969,0,26266.89,83876.7,4743.59,-27720,-3654,0.3832,0.6136
100970,0,33445.84,59004.97,7443.64,-12087,-2200,0.8338,0.6193
100971,0,25952.95,60347.6,3220.76,-10103,-11940,0.3372,0.7163
100972,1,52744.7,179094.04,10187,-22109,-10382,0.2273,0.4954
100973,0,53502.1,210579.48,18216.42,-11003,-1714,0.67,0.5807
100974,0,67405.83,151574.89,22333.51,-28640,-162,0.8966,0.3819
100975,0,15809.03,37399.08,3498.73,-29505,-2251,0.9369,0.4268
100976,1,19955.88,75951.53,4885.8,-18460,-653,0.6566,0.5572
100977,0,33038.79,127896.85,19613.68,-19824,-6020,0.6939,0.3825
100978,0,29440.34,69669.94,8241.3,-21311,-9113,0.662,0.3751
100979,0,58847.47,190372.06,14035.14,-19714,-10936,0.5464,0.5046
100980,0,40193,122787.8,7325.62,-25534,-4780,0,0.7572
100981,1,17909.58,48856.26,3738.18,-11849,-10450,0.7021,0.1716
100982,0,84448.68,281923.15,35013.9,-24332,-8702,0.4718,0.3557
100983,1,56214.62,91034.11,12650.29,-12863,-4420,0.752,0.5263
100984,0,28362.67,73979.79,4554,-28587,-1431,0.4246,0.5139
100985,1,21844.41,37743.2,4763.84,-8794,-2472,0.2231,0.167
100986,0,33719.22,54073.25,2712.42,-20232,-13055,0.799,0.3021
100987,0,24322.32,86379.2,10247.08,-25089,-11298,0.5863,0.2257
100988,1,98707.28,389501.99,62101.91,-6959,-12231,1,0.4409
100989,0,37296.66,111380.77,10379.96,-26820,-6926,0.7331,0.7127
100990,1,44276.87,81394.49,8349.86,-14654,-11096,0.7597,0.4497
100991,0,67903.45,103006.52,7013.83,-19104,-10895,0.7028,0.4076
100992,1,58461.13,153826.41,8555.93,-9742,-11475,0.4293,0.9007
100993,0,115289.47,280522.26,14162.27,-26880,-14635,0.4759,0.3288
100994,0,58227.44,133619.59,14982.3,-22166,-4819,0.762,0.4728
100995,0,129478.17,296253.17,16684.24,-20919,-8335,0.761,0.3831
100996,1,32502.45,91070.12,5513.46,-8208,-10145,0.6666,0.2685
100997,1,19632.74,34836.45,2294.01,-14895,-13755,0.3527,0.5712
100998,0,37629.88,58893.74,4335.92,-23426,-408,0.8869,0.3454
100999,0,49914.03,144410.27,12430.83,-7635,-1840,0.2766,0.6201
101000,0,67865.2,131192.23,10712.85,-15890,-1412,0.4634,0.3684
101001,0,84095.63,197853.5,32162.4,-27344,-7156,1,0.4216
101002,1,39949.48,67606.87,8711.15,-17015,-2988,0.6548,0.2872
101003,0,37827.79,73427.02,5636.96,-9004,-6025,0.7441,0.3849
101004,0,35619.01,92601.29,10863.11,-27651,-8627,0.6254,0.5256
101005,0,65518.21,251847.93,37354.28,-23701,-956,0.3508,0.0511
101006,1,18170.31,56955.56,8276.38,-13670,-7139,0.4305,0.2501
101007,0,67811.12,201522.27,10377.85,-16241,-10177,0.5831,0.5068
101008,1,21842.53,63748.96,3352.52,-14110,-10459,0,0.2298
101009,1,72429.34,112126.58,11798.31,-14786,-1762,0.3804,0.6467
101010,1,40222.89,89142.11,9368.61,-6247,-5316,0.7097,0.2467
101011,1,113257.87,409843.65,32857.3,-9806,-10340,0.4903,0.2772
101012,1,21860.17,68328.76,8670.24,-16339,-5134,0.4933,0.4046
101013,1,33773.82,81364.57,9236.84,-8752,-3205,0.7239,0.3955
101014,0,49931.21,121687.84,9702.62,-7506,-9961,0.4411,0.3992
101015,0,52028.17,180451.5,15450.71,-14441,-4365,0.6758,0.5332
101016,0,20264.45,71281.66,3600.96,-21138,-12715,0.2655,0.5645
101017,1,42292.57,131172.99,10004.99,-13013,-5288,0.3045,0.0864
101018,1,18930.2,55203.31,3542.61,-5600,-9485,0.2152,0.6407
101019,0,59796.39,125770.48,9996.26,-22341,-1075,0.5669,0.7188
101020,0,33476.99,117192.21,17967.76,-17785,-9059,0.5088,0.2991
101021,1,54189.9,192118.39,24487.88,-24939,-12785,0.8384,0.0726
101022,1,81642.11,318573.76,36352.19,-25756,-2080,0.5416,0.1222
101023,1,48935.11,126376.22,8829.32,-16727,-4602,0.8208,0.0674
101024,0,69247.45,240255.42,15543.05,-10129,-14042,0.939,0.5117
101025,0,42106.4,78502.6,4778.79,-29566,-12213,0.4518,0.5768
101026,0,45236.58,92117.73,4736.55,-29271,-2272,0.6277,0.7448
101027,1,60370.41,141862.97,12109.3,-11508,-6413,0.381,0.5147
101028,0,45128.38,160436.88,9508.87,-18573,-14662,0.6976,0.6347
101029,1,37122.8,96899.82,5372.94,-9701,-6472,0.334,0.3386
101030,0,25407.23,78723.8,8013.33,-27788,-390,0.3447,0.2514
101031,0,76886.97,223000.07,16249.96,-19509,-1908,0.6078,0.5035
101032,0,131364.25,219520.62,12341.86,-5726,-728,0.5682,0.5174
101033,0,75154.14,142964.81,9646.47,-26062,-10642,0.6025,0.0353
101034,0,78702.34,173088.15,12006.64,-6063,-14380,0.5639,0.6376
101035,1,31561.45,108338.98,9508.33,-9866,-7834,0.4443,0.3274
101036,0,47161.98,132415.35,7114.26,-27852,-10475,0.524,0.4276
101037,0,46984.12,128980.54,9010.41,-23121,-4824,0.874,0.2472
101038,0,61646.92,110456.74,9784.09,-8320,-9511,0.5464,0.5773
101039,0,37293.84,96981.32,5224.29,-21442,-11766,0.2863,0.3759
101040,1,28568.11,103048.82,5192.21,-27340,-14519,0.3811,0.1657
101041,1,41082.5,67975.87,5875.42,-10816,-9704,0.3296,0.5078
101042,0,208596.1,651121.11,103560.52,-9429,-10622,0.37,0.1204
101043,0,36645.71,95279.55,14289.11,-25799,-7875,0.2978,0.412
101044,1,76314.69,240395.28,32462.06,-27778,-5216,0.0248,0.4539
101045,1,17575.92,53642.45,4075.63,-11619,-7612,0.6838,0.9904
101046,0,226952.41,722923.33,118342,-13455,-9098,0.682,0.5522
101047,0,19799.84,43705.07,2262.7,-16036,-13075,0.4999,0.1953
101048,1,47919.64,106466.78,15461.82,-7417,-14975,0.4052,0.5253
101049,1,45451.78,76915.59,11968.73,-20618,-6852,0.3876,0.4302
101050,0,40165.52,94149.47,9217.56,-9490,-7538,0.6297,0.4941
101051,1,17965.07,61297.44,7788.91,-29340,-14677,0.5953,0.1268
101052,0,25773.54,74257.21,4042.03,-5576,-8633,0.6343,0.7862
101053,1,81665.81,198757.07,31521.19,-6951,-10176,0.551,0.5616
101054,0,48415.44,131954.86,15781.74,-18185,-12481,0.6738,0.3747
101055,0,43220.8,104055.78,5228.69,-8200,-6201,0.6362,0.0445
101056,1,52824.97,186778.57,11299.06,-14503,-3767,0.6617,0.5296
101057,1,48866.9,132940.12,7455.1,-6476,-13009,0.6492,0.1706
101058,0,48601.29,190557.06,31239.15,-9782,-9157,0.8824,0.2135
101059,0,68163.57,146573.78,24136.75,-9091,-1095,0.339,0.5585
101060,0,62271.27,232029.75,11868.85,-21459,-4978,0.8517,0.5969
101061,1,90776.4,331540.09,21222.01,-16344,-13387,0.4832,0.3743
101062,0,42379.3,97421.83,13388.26,-6703,-14955,0.537,0.1214
101063,0,53751.78,105619.77,6125.52,-9848,-346,0.5662,0
101064,1,13506.04,35395.07,1780.64,-14844,-7873,0.4604,0.17
101065,1,92611.74,253262.18,38652.46,-10607,-12470,0.0392,0.3106
101066,0,72553.23,132196.19,11816.06,-29351,-12054,0.4874,0.2553
101067,0,39671.69,63153.48,9634.67,-28033,-13531,0.5583,0.5143
101068,1,125679.03,437539.88,29254.79,-24752,-14363,0.2025,0.2862
101069,0,38845.63,61322.62,4155.44,-14486,-704,0.66,0.5445
101070,0,53831.8,133432.19,20083.64,-23252,-12716,0.4305,0.6891
101071,0,19704.1,68380.3,7776.92,-19054,-5487,0.8395,0.3609
101072,0,49859.78,182987.89,9595.7,-21005,-3679,0.603,0.1794
101073,1,28968.76,106660.94,5938.34,-21260,-2279,0.3922,0.213
101074,0,31384.7,119792.71,6667.23,-11156,-29,0.5835,0.6021
101075,1,126211.45,444904.37,36733.26,-6353,-7640,0.6015,0.1385
101076,0,84715.27,322915.92,19454.76,-6723,-8013,0.7324,0.7704
101077,1,30342.03,100967.48,12666.14,-5058,-3502,0.5186,0.5058
101078,1,75083.33,205878.72,20201.9,-12047,-4626,0.1433,0.6416
101079,1,77555.82,142638.55,10562.8,-24281,-4608,0.2901,0.3024
101080,1,61657.34,223383.46,17358.39,-17880,-710,0.3785,0.3218
101081,0,44652.43,153767.26,20099.58,-6092,-2687,0.6353,0.5393
101082,0,51475.43,169274.54,9415.89,-17594,-2411,0.493,0.4122
101083,0,71220.24,130115.07,8650.36,-23121,-12638,0.4271,0.5676
101084,1,35989.94,116440.61,10149.37,-11700,-4840,0.381,0.4124
101085,0,104474.01,406357.52,44574.67,-19680,-11882,0.5807,0.4134
101086,0,41558.87,83816.21,7843.14,-8129,-5068,0.3797,0.8021
101087,0,82844.1,319579.42,33031.69,-18078,-10447,0.4704,0.5484
101088,1,51435.17,84812.59,10456.01,-7497,-1778,0.362,0
101089,1,30886.33,95621.6,6683.2,-16138,-8700,0.2723,0.5934
101090,1,42838.76,164650.5,12982.57,-5923,-10091,0.741,0.3135
101091,0,59857.52,203393.24,14615.14,-27961,-9616,0.2865,0.4577
101092,0,32372.83,59379.31,7328.21,-9949,-4782,0.5646,0.7207
101093,0,31934.12,77257.62,4260.14,-14837,-5664,0.4364,0.7883
101094,1,61430.92,221235.65,11396.34,-11742,-2195,0.3383,0.0546
101095,0,61390.95,227507.97,22898.1,-21513,-14845,0.6019,0.1449
101096,0,80894.14,216705.54,19236.13,-11213,-11890,0.6246,0.5375
101097,1,59896.05,137326.08,9380.8,-16574,-8114,0.8029,0.3214
101098,0,73714.31,240257.14,20863.93,-25586,-9436,0.615,0.3548
